time,accn_or_7
38124,0.201825649
38125,-0.425173952
38126,-0.090963673
38127,0.359793812
38128,0.070253194
38129,-0.366697305
38130,0.036141816
38131,0.420300898
38132,0.051573154
38133,-0.371164271
38134,-0.024365269
38135,0.412991317
38136,-0.004873054
38137,-0.488523653
38138,0.020304391
38139,0.477153194
38140,-0.131978543
38141,-0.340301597
38142,0.057664471
38143,0.233500499
38144,0.027613972
38145,-0.206698703
38146,-0.0467001
38147,0.192891717
38148,0.182333433
38149,0.008933932
38150,-0.103958483
38151,0.056446208
38152,0.249337924
38153,-0.00934002
38154,-0.139288124
38155,0.073095808
38156,0.193297804
38157,0.073501896
38158,-0.06538014
38159,-0.007715669
38160,0.006903493
38161,0.060507086
38162,-0.046294012
38163,-0.054009681
38164,0.129948104
38165,0.131166367
38166,-0.126293313
38167,-0.179896906
38168,0.36953992
38169,0.201419561
38170,-0.345174651
38171,-0.179896906
38172,0.406087824
38173,0.258271856
38174,-0.537254192
38175,-0.152282934
38176,0.473498403
38177,0.152282934
38178,-0.461721856
38179,-0.165277745
38180,0.356951198
38181,0.071471457
38182,-0.079593214
38183,0.054009681
38184,0.214820459
38185,0.087308882
38186,0.060507086
38187,0.09705499
38188,-0.088527146
38189,0.038578343
38190,0.092588024
38191,-0.193703892
38192,0.41624002
38193,0.403651297
38194,-1.080193613
38195,-0.027207884
38196,1.715721058
38197,-0.493802794
38198,-1.950845908
38199,1.351460279
38200,1.524453693
38201,-1.671863573
38202,-0.545782036
38203,1.359175948
38204,0.159592515
38205,-0.966082934
38206,0.616847405
38207,0.341925948
38208,-1.052579641
38209,0.723242415
38210,0.548218563
38211,-1.205268663
38212,-0.424361776
38213,1.159380739
38214,0.116953293
38215,-1.197959082
38216,0.207916966
38217,1.123238922
38218,-0.031268762
38219,-0.853190519
38220,0.399184331
38221,0.614816966
38222,-0.420300898
38223,-0.155125549
38224,0.328118962
38225,0.1100498
38226,-0.302941517
38227,0.168932535
38228,0.311063273
38229,-0.340301597
38230,-0.131572455
38231,0.335022455
38232,-0.055227944
38233,-0.330961577
38234,0.099085429
38235,0.198983034
38236,-0.126293313
38237,-0.082841916
38238,0.255835329
38239,0.16608992
38240,-0.032487026
38241,0.041420958
38242,0.290758882
38243,0.073501896
38244,-0.281012774
38245,0.055227944
38246,0.160404691
38247,-0.052791417
38248,-0.255835329
38249,0.072689721
38250,0.3134998
38251,-0.080811477
38252,-0.077562774
38253,-0.003248703
38254,0.007309581
38255,0.023959182
38256,0.017461776
38257,-0.036953992
38258,-0.096648902
38259,0.221723952
38260,0.220911776
38261,-0.147003792
38262,-0.028832236
38263,0.213196108
38264,0.041420958
38265,-0.089339321
38266,0.050760978
38267,0.040608782
38268,0.014213074
38269,0.079593214
38270,0.088121058
38271,-0.025989621
38272,-0.108019361
38273,0.114922854
38274,0.076344511
38275,-0.159186427
38276,-0.039390519
38277,0.051167066
38278,-0.093806287
38279,-0.03736008
38280,0.195328244
38281,0.09136976
38282,-0.158374251
38283,0.141318563
38284,0.330961577
38285,-0.125887226
38286,-0.268424052
38287,0.188830838
38288,0.273703194
38289,-0.22578483
38290,-0.11938982
38291,0.196140419
38292,0.096648902
38293,-0.065786228
38294,-0.004060878
38295,-0.006091317
38296,-0.156343812
38297,-0.042639222
38298,0.077156687
38299,-0.066192315
38300,-0.062131437
38301,0.176648204
38302,0.095430639
38303,0.59166996
38304,0.326088523
38305,-1.031056986
38306,-0.932377645
38307,1.830237824
38308,1.172375549
38309,-2.676118762
38310,-0.279388423
38311,2.804442515
38312,-0.069441018
38313,-2.904746208
38314,0.691567565
38315,2.280995309
38316,-1.087097106
38317,-0.645679641
38318,0.94252984
38319,0.080811477
38320,-0.584360379
38321,1.04892485
38322,-0.170962974
38323,-1.580087725
38324,1.133797206
38325,1.340495908
38326,-1.308008882
38327,-1.293389721
38328,1.740086327
38329,0.855627046
38330,-1.759172455
38331,-0.445884431
38332,1.401409082
38333,0.475528842
38334,-1.079381437
38335,0.328931138
38336,0.795932136
38337,-0.268017964
38338,-0.140100299
38339,0.238779641
38340,0.036953992
38341,-0.340301597
38342,0.356139022
38343,-0.095836727
38344,-0.577050798
38345,0.174617764
38346,0.450757485
38347,-0.248119661
38348,-0.650146607
38349,0.35085988
38350,0.382128643
38351,-0.235530938
38352,-0.336646806
38353,0.325276347
38354,0.373600798
38355,-0.276951896
38356,-0.188830838
38357,0.285073653
38358,0.426798303
38359,-0.340301597
38360,-0.110861976
38361,0.273703194
38362,0.038172255
38363,-0.179896906
38364,-0.053603593
38365,0.050760978
38366,-0.124262874
38367,0.259084032
38368,-0.067816667
38369,-0.239997904
38370,0.224972655
38371,0.445478343
38372,-0.237561377
38373,-0.477153194
38374,0.27817016
38375,0.255835329
38376,-0.168932535
38377,-0.253398802
38378,0.303347605
38379,0.256647505
38380,-0.041420958
38381,-0.028426148
38382,0.024771357
38383,0.129135928
38384,0.021116567
38385,0.123044611
38386,0.031268762
38387,0.062131437
38388,0.214008283
38389,0.089339321
38390,-0.057258383
38391,0.088933234
38392,0.248119661
38393,-0.152282934
38394,-0.188018663
38395,0.186394311
38396,0.006091317
38397,-0.389438224
38398,-0.099897605
38399,0.464158383
38400,0.138475948
38401,-0.242028343
38402,0.09136976
38403,0.351672056
38404,0.029644411
38405,-0.173399501
38406,0.043857485
38407,0.019898303
38408,-0.04101487
38409,-0.04101487
38410,0.001624351
38411,-0.136445509
38412,0.058882735
38413,0.086496707
38414,0.027207884
38415,0.572177745
38416,0.076344511
38417,-1.49887016
38418,-0.511670659
38419,2.466983533
38420,-0.062943613
38421,-2.890533134
38422,1.151258982
38423,3.098044012
38424,-1.486281437
38425,-2.454800898
38426,1.981302495
38427,1.382322954
38428,-1.497245808
38429,-0.292789321
38430,0.858875749
38431,-0.512888922
38432,-0.082029741
38433,1.084660579
38434,-1.088315369
38435,-1.126081537
38436,1.556940719
38437,0.91654022
38438,-1.738461976
38439,-0.642430938
38440,2.087697505
38441,0.410960878
38442,-1.78069511
38443,-0.11208024
38444,1.569123353
38445,0.020710479
38446,-1.005067365
38447,0.49461497
38448,0.696034531
38449,-0.401620858
38450,-0.32852505
38451,0.435326148
38452,-0.066192315
38453,-0.520604591
38454,0.309032834
38455,0.159186427
38456,-0.323651996
38457,0.087308882
38458,0.368321657
38459,-0.056446208
38460,-0.313905888
38461,0.241622255
38462,0.336240719
38463,-0.131572455
38464,-0.097461078
38465,0.476747106
38466,0.35085988
38467,-0.352890319
38468,-0.153907285
38469,0.41989481
38470,0.144973353
38471,-0.570147305
38472,-0.243246607
38473,0.452381836
38474,0.067816667
38475,-0.481214072
38476,-0.113704591
38477,0.239185729
38478,0.015431337
38479,-0.051167066
38480,-0.043857485
38481,0.030456587
38482,0.264363174
38483,0.29481976
38484,-0.169338623
38485,-0.29116497
38486,0.257865768
38487,0.242840519
38488,-0.155937725
38489,-0.067410579
38490,0.186394311
38491,0.169744711
38492,0.053197505
38493,-0.021116567
38494,-0.15309511
38495,-0.063755788
38496,0.067004491
38497,0.013806986
38498,0.032487026
38499,0.081623653
38500,-0.023959182
38501,-0.208729142
38502,0.216850898
38503,0.180302994
38504,-0.419488723
38505,-0.329743313
38506,0.299692814
38507,0.379286028
38508,-0.456442715
38509,-0.314718064
38510,0.547000299
38511,0.514107186
38512,-0.249337924
38513,-0.245683134
38514,0.355732934
38515,0.229033533
38516,-0.101115868
38517,-0.085278443
38518,0.063349701
38519,0.04101487
38520,-0.001624351
38521,0.040202695
38522,-0.103958483
38523,-0.090151497
38524,0.184363872
38525,0.03736008
38526,0.323651996
38527,0.493396707
38528,-1.03227525
38529,-0.755323353
38530,2.141707186
38531,0.683445808
38532,-2.735813673
38533,0.349235529
38534,3.082206587
38535,-0.957149002
38536,-2.467389621
38537,1.352272455
38538,1.482626647
38539,-1.385165569
38540,-0.415021756
38541,1.070853593
38542,-0.702125848
38543,-0.299692814
38544,1.420089122
38545,-0.762226846
38546,-1.454200499
38547,1.448109182
38548,1.247095709
38549,-1.653589621
38550,-0.6570501
38551,1.90008493
38552,0.384971257
38553,-1.655213972
38554,0.056446208
38555,1.438769162
38556,-0.469843613
38557,-0.896235828
38558,0.613598703
38559,0.422331337
38560,-0.589639521
38561,-0.092588024
38562,0.59532475
38563,-0.18842475
38564,-0.259896208
38565,0.379286028
38566,0.01299481
38567,-0.299692814
38568,0.292383234
38569,0.335834631
38570,-0.399590419
38571,-0.19776477
38572,0.379286028
38573,0.160810778
38574,-0.337458982
38575,-0.147815968
38576,0.335834631
38577,0.019086128
38578,-0.413803493
38579,-0.224972655
38580,0.233500499
38581,0.130354192
38582,-0.3601999
38583,-0.080405389
38584,0.438980938
38585,0.211165669
38586,-0.090151497
38587,0.107613273
38588,0.134821158
38589,0.044263573
38590,0.080405389
38591,-0.060507086
38592,-0.07837495
38593,0.187206487
38594,0.241622255
38595,-0.201419561
38596,-0.24081008
38597,0.242840519
38598,0.170556886
38599,-0.218069162
38600,-0.055634032
38601,0.231876148
38602,0.086902794
38603,-0.005279142
38604,0.049136627
38605,0.039390519
38606,0.01868004
38607,0.101115868
38608,0.082435828
38609,0.028426148
38610,0.086902794
38611,0.039796607
38612,-0.148628144
38613,-0.164059481
38614,0.114516766
38615,0.006903493
38616,-0.213602196
38617,0.047918363
38618,0.42923483
38619,0.027207884
38620,-0.341925948
38621,0.219693513
38622,0.458879242
38623,-0.013400898
38624,-0.294413673
38625,0.182333433
38626,0.304565868
38627,-0.123450699
38628,-0.135227246
38629,0.204668263
38630,0.056446208
38631,-0.145379441
38632,-0.061319261
38633,0.064974052
38634,-0.111674152
38635,-0.186394311
38636,0.042233134
38637,-0.013400898
38638,0.339489421
38639,-0.179896906
38640,-0.312281537
38641,0.317154591
38642,0.884053194
38643,-0.324464172
38644,-0.977453393
38645,0.996945609
38646,0.363854691
38647,-0.687506687
38648,-0.454412275
38649,0.592482136
38650,0.135227246
38651,-0.520604591
38652,0.380098204
38653,-0.317966766
38654,-0.138475948
38655,0.310657186
38656,0.082841916
38657,-0.577456886
38658,-0.10274022
38659,0.864967066
38660,-0.116953293
38661,-0.438168762
38662,0.149034232
38663,0.630248303
38664,-0.049542715
38665,-0.413803493
38666,0.23512485
38667,0.14375509
38668,-0.023553094
38669,-0.166496008
38670,0.010964371
38671,0.017055689
38672,-0.105176747
38673,0.142536826
38674,0.042233134
38675,-0.086496707
38676,0.010558283
38677,0.185582136
38678,-0.054821856
38679,-0.104364571
38680,0.181927345
38681,0.127105489
38682,-0.019086128
38683,0.13441507
38684,0.325682435
38685,0.08771497
38686,-0.033705289
38687,0.004060878
38688,0.13441507
38689,-0.049948802
38690,-0.116953293
38691,0.020710479
38692,0.062943613
38693,0.05035489
38694,-0.118577645
38695,0.109237625
38696,0.035329641
38697,0.02233483
38698,0.070253194
38699,-0.028832236
38700,-0.011776547
38701,0.135227246
38702,0.173805589
38703,-0.147003792
38704,0.008933932
38705,0.209947405
38706,0.119795908
38707,-0.064161876
38708,0.017055689
38709,0.090963673
38710,-0.024771357
38711,-0.089745409
38712,-0.146191617
38713,-0.06903493
38714,-0.063349701
38715,0.006497405
38716,0.120608084
38717,0.058070559
38718,-0.038578343
38719,0.098273253
38720,0.095430639
38721,-0.093806287
38722,-0.063349701
38723,0.043451397
38724,-0.05969491
38725,-0.044263573
38726,0.178678643
38727,0.066192315
38728,-0.213602196
38729,0.019898303
38730,0.26314491
38731,-0.123044611
38732,-0.237155289
38733,0.204262176
38734,0.244870958
38735,-0.191673453
38736,-0.079593214
38737,0.154313373
38738,0.135633333
38739,-0.006091317
38740,0.041420958
38741,0.108425449
38742,-0.083654092
38743,0.070659281
38744,-0.011370459
38745,-0.059288822
38746,-0.190049102
38747,0.129542016
38748,-0.036141816
38749,0.178678643
38750,0.811363473
38751,-0.614410878
38752,-1.346993313
38753,0.647303992
38754,2.122621058
38755,-1.560595509
38756,-1.776228144
38757,2.464547006
38758,1.457449202
38759,-2.029626946
38760,-0.968113373
38761,2.247696108
38762,0.095024551
38763,-0.952275948
38764,0.529944611
38765,-0.040608782
38766,-0.362636427
38767,0.775221657
38768,0.48162016
38769,-1.778258583
38770,0.053603593
38771,1.828613473
38772,-0.323651996
38773,-1.68364012
38774,0.316342415
38775,1.820491717
38776,-0.670450998
38777,-1.37379511
38778,0.566492515
38779,0.91085499
38780,-0.402839122
38781,-0.390656487
38782,0.696846707
38783,0.053197505
38784,-0.224566567
38785,0.235530938
38786,0.149440319
38787,-0.297662375
38788,-0.073095808
38789,0.334616367
38790,-0.310657186
38791,-0.08771497
38792,0.427204391
38793,0.060507086
38794,-0.366697305
38795,-0.072283633
38796,0.310251098
38797,-0.087308882
38798,-0.37887994
38799,-0.037766168
38800,0.389032136
38801,0.028832236
38802,-0.429640918
38803,-0.068628842
38804,0.520198503
38805,0.062537525
38806,-0.467000998
38807,0.029644411
38808,0.377661677
38809,0.002436527
38810,-0.302129341
38811,0.03167485
38812,0.137663772
38813,0.124668962
38814,0.012588723
38815,-0.08771497
38816,0.138882036
38817,0.341925948
38818,0.10274022
38819,-0.378067764
38820,-0.021522655
38821,0.256241417
38822,-0.021928743
38823,-0.14375509
38824,0.103552395
38825,0.290758882
38826,0.151876846
38827,0.010152196
38828,-0.08406018
38829,0.110861976
38830,0.204262176
38831,-0.011776547
38832,-0.101115868
38833,0.121826347
38834,0.289540619
38835,-0.174617764
38836,-0.297662375
38837,0.289540619
38838,0.212383932
38839,-0.301317166
38840,-0.167714271
38841,0.386189521
38842,0.243246607
38843,-0.316748503
38844,-0.135633333
38845,0.441011377
38846,0.267205788
38847,-0.237561377
38848,0.004873054
38849,0.247307485
38850,0.030456587
38851,-0.130760279
38852,-0.108831537
38853,-0.122232435
38854,-0.081217565
38855,0.01868004
38856,-0.103552395
38857,-0.167714271
38858,0.006497405
38859,0.153501198
38860,-0.104770659
38861,-0.077156687
38862,0.783343413
38863,0.025989621
38864,-1.566280739
38865,0.5636499
38866,2.317137126
38867,-1.221106088
38868,-2.058459182
38869,2.460892216
38870,1.615011277
38871,-2.731752794
38872,-0.80811477
38873,2.183128144
38874,-0.061319261
38875,-1.826583034
38876,0.615223054
38877,0.69806497
38878,-1.104152794
38879,0.568522954
38880,0.794307784
38881,-1.249938323
38882,-0.150658583
38883,1.855821357
38884,-0.10070978
38885,-1.727903693
38886,0.717151098
38887,1.709223653
38888,-0.804866068
38889,-1.438769162
38890,1.006691717
38891,0.965270758
38892,-0.918976747
38893,-0.463346208
38894,0.717963273
38895,0.229439621
38896,-0.555934232
38897,0.114110679
38898,0.397966068
38899,-0.181927345
38900,0.007309581
38901,0.376443413
38902,-0.062537525
38903,-0.170962974
38904,0.324464172
38905,0.203856088
38906,-0.319997206
38907,-0.217256986
38908,0.25949012
38909,0.051573154
38910,-0.34720509
38911,-0.057664471
38912,0.36953992
38913,0.051573154
38914,-0.307002395
38915,0.09705499
38916,0.493396707
38917,0.00568523
38918,-0.352890319
38919,0.255835329
38920,0.423143513
38921,-0.113298503
38922,-0.219693513
38923,0.135227246
38924,0.206698703
38925,-0.022740918
38926,-0.197358683
38927,-0.044263573
38928,0.148222056
38929,0.142942914
38930,-0.020304391
38931,-0.162029042
38932,0.068628842
38933,0.183145609
38934,0.000406088
38935,-0.043857485
38936,0.029238323
38937,0.046294012
38938,0.17177515
38939,-0.061725349
38940,-0.280200599
38941,0.067410579
38942,0.223754391
38943,-0.224160479
38944,-0.28751018
38945,0.305784132
38946,0.154719461
38947,-0.414209581
38948,-0.146597705
38949,0.536035928
38950,0.093806287
38951,-0.484462774
38952,0.159998603
38953,0.594512575
38954,-0.00934002
38955,-0.402026946
38956,0.158780339
38957,0.398778244
38958,-0.032487026
38959,-0.265987525
38960,-0.006497405
38961,0.131978543
38962,-0.049136627
38963,0.010964371
38964,-0.003248703
38965,-0.047512275
38966,0.102334132
38967,0.170556886
38968,-0.048324451
38969,-0.172587325
38970,0.115328942
38971,0.149034232
38972,0.49096018
38973,-0.374006886
38974,-1.25237485
38975,1.033899601
38976,1.438363074
38977,-1.749832435
38978,-1.305572355
38979,2.417034731
38980,0.446696607
38981,-2.410537325
38982,0.345174651
38983,1.761608982
38984,-0.464564471
38985,-0.892581038
38986,1.173187725
38987,-0.02802006
38988,-0.756541617
38989,1.321003693
38990,0.10274022
38991,-1.570341617
38992,0.406493912
38993,1.677548802
38994,-0.84182006
38995,-1.472474451
38996,0.996539521
38997,1.255217465
38998,-0.983544711
38999,-1.040803094
39000,1.143949401
39001,0.620502196
39002,-0.783343413
39003,-0.099085429
39004,0.693598004
39005,0.012588723
39006,-0.402839122
39007,0.430859182
39008,0.278576248
39009,-0.376443413
39010,0.019898303
39011,0.363854691
39012,-0.182739521
39013,-0.307814571
39014,0.215632635
39015,0.10070978
39016,-0.282231038
39017,-0.060100998
39018,0.355732934
39019,0.098679341
39020,-0.255835329
39021,0.084872355
39022,0.350453792
39023,-0.149846407
39024,-0.479589721
39025,0.18476996
39026,0.484056687
39027,-0.20710479
39028,-0.509234132
39029,0.30415978
39030,0.472686228
39031,-0.414209581
39032,-0.231876148
39033,0.246901397
39034,0.087308882
39035,-0.209947405
39036,-0.110861976
39037,0.145785529
39038,-0.032893114
39039,0.181927345
39040,0.160810778
39041,-0.152282934
39042,0.0467001
39043,0.312281537
39044,0.064974052
39045,-0.222536128
39046,0.045075749
39047,0.131572455
39048,-0.020710479
39049,-0.209541317
39050,0.048324451
39051,0.25380489
39052,-0.114516766
39053,-0.116141118
39054,0.155125549
39055,0.179084731
39056,-0.179084731
39057,-0.147815968
39058,0.13441507
39059,0.12507505
39060,-0.100303693
39061,-0.063755788
39062,0.239185729
39063,0.105582834
39064,0.044669661
39065,-0.001624351
39066,0.078781038
39067,0.159592515
39068,0.097867166
39069,-0.015837425
39070,-0.118983733
39071,0.106801098
39072,0.092181936
39073,-0.144161178
39074,-0.105988922
39075,0.155937725
39076,0.014619162
39077,-0.139694212
39078,-0.080405389
39079,0.045075749
39080,-0.050760978
39081,0.03736008
39082,0.059288822
39083,0.129948104
39084,0.751668563
39085,-0.002030439
39086,-1.209329541
39087,0.090963673
39088,2.259878743
39089,-0.697252794
39090,-2.356121557
39091,1.721406287
39092,1.966683333
39093,-1.897242315
39094,-1.699883633
39095,2.133179341
39096,0.596136926
39097,-1.731964571
39098,0.211165669
39099,0.745577246
39100,-0.55999511
39101,0.028426148
39102,1.056640519
39103,-1.080599701
39104,-0.516543713
39105,1.753487226
39106,0.153907285
39107,-1.729934132
39108,0.047106188
39109,2.064144411
39110,-0.383346906
39111,-1.761202894
39112,0.386189521
39113,1.272679242
39114,-0.474310579
39115,-1.006285629
39116,0.538472455
39117,0.423143513
39118,-0.234312675
39119,-0.074314072
39120,0.141318563
39121,-0.10274022
39122,-0.01299481
39123,0.358981637
39124,-0.239997904
39125,-0.157968164
39126,0.484462774
39127,0.41055479
39128,-0.275327545
39129,-0.286698004
39130,0.466188822
39131,0.224972655
39132,-0.376849501
39133,-0.195328244
39134,0.477559281
39135,0.204262176
39136,-0.398778244
39137,-0.062943613
39138,0.47228014
39139,0.242840519
39140,-0.426392216
39141,0.021928743
39142,0.420300898
39143,0.060100998
39144,-0.28182495
39145,-0.167714271
39146,0.203043912
39147,0.062537525
39148,-0.114922854
39149,-0.183145609
39150,0.133196806
39151,0.302941517
39152,0.041827046
39153,-0.242840519
39154,-0.196952595
39155,0.257053593
39156,0.081217565
39157,-0.294007585
39158,-0.049136627
39159,0.304565868
39160,0.124668962
39161,-0.134008982
39162,0.008527844
39163,0.125481138
39164,0.001218263
39165,-0.087308882
39166,0.028426148
39167,0.088933234
39168,0.077156687
39169,-0.033299202
39170,-0.1100498
39171,0.13441507
39172,0.226597006
39173,-0.15309511
39174,-0.262738822
39175,0.266393613
39176,0.281012774
39177,-0.352078144
39178,-0.344362475
39179,0.323651996
39180,0.273297106
39181,-0.294413673
39182,-0.145785529
39183,0.211571756
39184,0.242028343
39185,-0.038578343
39186,-0.019898303
39187,0.092994112
39188,0.109643713
39189,0.11938982
39190,-0.034111377
39191,-0.010558283
39192,0.090557585
39193,0.208729142
39194,-0.152282934
39195,0.366697305
39196,0.711465868
39197,-1.031463074
39198,-1.792065569
39199,1.40181517
39200,2.109626248
39201,-2.440993912
39202,-1.428210878
39203,3.242611277
39204,1.173593812
39205,-3.013171657
39206,-0.290352794
39207,2.483633134
39208,-0.291977146
39209,-1.042833533
39210,0.598573453
39211,0.064567964
39212,-0.501518463
39213,1.201613872
39214,0.074314072
39215,-1.932571956
39216,0.554715968
39217,1.958155489
39218,-0.637151796
39219,-1.959373752
39220,0.908012375
39221,1.857445709
39222,-1.074508383
39223,-1.461916168
39224,0.90151497
39225,1.154507685
39226,-0.718775449
39227,-0.375631238
39228,0.847911377
39229,0.11938982
39230,-0.449133134
39231,0.145379441
39232,0.288728443
39233,-0.477153194
39234,-0.120201996
39235,0.350453792
39236,-0.28182495
39237,-0.183551697
39238,0.327712874
39239,0.185988224
39240,-0.30984501
39241,-0.14375509
39242,0.369133832
39243,0.078781038
39244,-0.378067764
39245,-0.075126248
39246,0.465782735
39247,0.073095808
39248,-0.484462774
39249,0.042233134
39250,0.599385629
39251,-0.04101487
39252,-0.638776148
39253,0.12872984
39254,0.557558583
39255,-0.257459681
39256,-0.402839122
39257,0.198983034
39258,0.179490818
39259,-0.081217565
39260,-0.067004491
39261,0.044669661
39262,0.114516766
39263,0.322433733
39264,0.133196806
39265,-0.244058782
39266,0.062131437
39267,0.36953992
39268,0.139288124
39269,-0.178678643
39270,0.038172255
39271,0.241622255
39272,0.097461078
39273,-0.121826347
39274,-0.205480439
39275,-0.019898303
39276,0.030862675
39277,-0.103552395
39278,-0.108019361
39279,0.115328942
39280,0.067410579
39281,-0.196140419
39282,0.063755788
39283,0.395935629
39284,0.083248004
39285,-0.268424052
39286,0.152689022
39287,0.562025549
39288,-0.028832236
39289,-0.469031437
39290,0.116141118
39291,0.623750898
39292,0.064161876
39293,-0.425173952
39294,-0.054009681
39295,0.230251796
39296,0.007715669
39297,-0.245277046
39298,-0.109643713
39299,0.086902794
39300,0.142942914
39301,0.051979242
39302,-0.067410579
39303,-0.151470758
39304,0.056852295
39305,0.140912475
39306,-0.161216866
39307,0.285479741
39308,0.420300898
39309,-1.23938004
39310,-0.609537824
39311,2.222518663
39312,0.133602894
39313,-2.753681537
39314,0.907606287
39315,3.049313473
39316,-1.60891996
39317,-2.229422156
39318,2.011352994
39319,1.247095709
39320,-1.703132335
39321,-0.188830838
39322,1.316130639
39323,-0.860094012
39324,-0.174211677
39325,1.338465469
39326,-0.99491517
39327,-1.161817265
39328,1.618666068
39329,0.922631537
39330,-1.926480639
39331,-0.272078842
39332,2.079981836
39333,-0.033705289
39334,-1.68729491
39335,0.560401198
39336,1.460291816
39337,-0.730958084
39338,-0.686288423
39339,0.785373852
39340,0.187612575
39341,-0.643649202
39342,0.019898303
39343,0.380910379
39344,-0.343550299
39345,-0.181927345
39346,0.392280838
39347,-0.163653393
39348,-0.240403992
39349,0.490148004
39350,0.284667565
39351,-0.336240719
39352,0.092994112
39353,0.501924551
39354,0.038984431
39355,-0.208323054
39356,0.004060878
39357,0.248525749
39358,0.051573154
39359,-0.334616367
39360,-0.134008982
39361,0.287104092
39362,0.021928743
39363,-0.370352096
39364,-0.01502525
39365,0.286291916
39366,-0.053603593
39367,-0.093806287
39368,0.124262874
39369,-0.008933932
39370,0.180302994
39371,0.201013473
39372,-0.18111517
39373,-0.058882735
39374,0.364260778
39375,0.157155988
39376,-0.411773054
39377,-0.096648902
39378,0.275327545
39379,-0.12507505
39380,-0.38821996
39381,-0.042639222
39382,0.114516766
39383,-0.045075749
39384,0.076750599
39385,0.047106188
39386,0.01299481
39387,0.225378743
39388,0.266393613
39389,-0.006903493
39390,-0.072689721
39391,0.26314491
39392,0.10070978
39393,-0.334210279
39394,-0.111674152
39395,0.259896208
39396,-0.011370459
39397,-0.324058084
39398,0.121014172
39399,0.326494611
39400,-0.151876846
39401,-0.284667565
39402,0.24446487
39403,0.41055479
39404,-0.185582136
39405,-0.19410998
39406,0.25380489
39407,0.237561377
39408,-0.054415768
39409,-0.050760978
39410,0.168120359
39411,0.076344511
39412,-0.133196806
39413,-0.052791417
39414,-0.125887226
39415,-0.097461078
39416,-0.151470758
39417,-0.03167485
39418,0.652989222
39419,-0.20913523
39420,-0.813393912
39421,0.858469661
39422,1.433896108
39423,-1.294201896
39424,-0.999382136
39425,2.080794012
39426,0.279388423
39427,-1.624351297
39428,0.206292615
39429,1.274709681
39430,-0.547812475
39431,-0.762632934
39432,0.846693114
39433,-0.25949012
39434,-0.592482136
39435,0.776846008
39436,0.099897605
39437,-1.060295309
39438,0.220505689
39439,1.134203293
39440,-0.36953992
39441,-0.844662675
39442,0.696034531
39443,1.031463074
39444,-0.620096108
39445,-0.584766467
39446,0.799586926
39447,0.283043214
39448,-0.702531936
39449,-0.177866467
39450,0.469031437
39451,-0.082841916
39452,-0.433701796
39453,0.267205788
39454,0.270860579
39455,-0.465376647
39456,-0.042233134
39457,0.388626048
39458,-0.163247305
39459,-0.202231737
39460,0.272078842
39461,0.237967465
39462,-0.234312675
39463,-0.021928743
39464,0.35654511
39465,0.038984431
39466,-0.258271856
39467,-0.011776547
39468,0.311469361
39469,-0.214820459
39470,-0.346799002
39471,0.239185729
39472,0.240403992
39473,-0.232282236
39474,-0.282231038
39475,0.379692116
39476,0.139694212
39477,-0.358169461
39478,0.015837425
39479,0.160404691
39480,-0.109237625
39481,-0.155125549
39482,0.18111517
39483,0.048730539
39484,-0.052385329
39485,0.296444112
39486,0.238779641
39487,-0.080405389
39488,0.034111377
39489,0.310251098
39490,-0.024771357
39491,-0.204262176
39492,0.085684531
39493,0.135633333
39494,-0.0934002
39495,-0.126293313
39496,0.245683134
39497,0.077156687
39498,-0.266799701
39499,0.01299481
39500,0.233906587
39501,-0.025583533
39502,-0.093806287
39503,0.146597705
39504,0.118171557
39505,0.064974052
39506,0.079187126
39507,0.190049102
39508,0.113298503
39509,0.109237625
39510,0.244058782
39511,0.052791417
39512,-0.141318563
39513,-0.007309581
39514,0.074314072
39515,-0.270454491
39516,-0.254210978
39517,0.073907984
39518,0.140100299
39519,-0.187206487
39520,-0.040202695
39521,0.261114471
39522,0.032893114
39523,-0.163653393
39524,0.051573154
39525,0.19045519
39526,-0.112486327
39527,0.092588024
39528,-0.025989621
39529,0.549842914
39530,0.358169461
39531,-1.064356188
39532,-0.976641218
39533,1.497651896
39534,1.287704491
39535,-2.524241916
39536,-0.335834631
39537,2.586373353
39538,0.177054291
39539,-2.452770459
39540,0.251774451
39541,2.134397605
39542,-0.901921058
39543,-0.527101996
39544,0.595730838
39545,-0.173805589
39546,-0.361012076
39547,1.010752595
39548,-0.261114471
39549,-1.800999501
39550,1.02090479
39551,1.370546407
39552,-1.137451996
39553,-1.432271756
39554,1.403845609
39555,1.2207
39556,-1.476941417
39557,-0.602228244
39558,1.141106786
39559,0.602634331
39560,-0.746795509
39561,0.184363872
39562,0.627811776
39563,-0.249744012
39564,-0.007715669
39565,0.14740988
39566,-0.060913174
39567,-0.306596307
39568,0.276139721
39569,0.082841916
39570,-0.423549601
39571,0.278576248
39572,0.431671357
39573,-0.070659281
39574,-0.372382535
39575,0.271266667
39576,0.400402595
39577,-0.177866467
39578,-0.304565868
39579,0.186800399
39580,0.425173952
39581,-0.248119661
39582,-0.307814571
39583,0.19410998
39584,0.488523653
39585,-0.1100498
39586,-0.383752994
39587,0.230251796
39588,0.299692814
39589,-0.043045309
39590,-0.237155289
39591,0.086090619
39592,0.223348303
39593,0.147003792
39594,-0.036547904
39595,-0.094618463
39596,0.253398802
39597,0.307408483
39598,-0.172993413
39599,-0.422737425
39600,0.020304391
39601,0.205886527
